transaction_id,account_id,transaction_type,transaction_amount,balance_before,balance_after,channel,location,timestamp,is_fraud
T01567,A1014,transfer,5000.02,7920.65,2920.629999999999,online,Harare,2025-04-23 03:30:02,0
T01568,A1096,withdrawal,4902.89,7968.31,3065.42,branch,Harare,2025-04-02 01:37:34,0
T01569,A1082,transfer,4926.93,2411.38,-2515.55,ATM,Harare,2025-05-03 06:10:12,1
T01570,A1068,withdrawal,1778.47,2603.96,825.49,ATM,Masvingo,2025-04-23 17:38:40,0
T01571,A1099,transfer,829.89,5506.2,4676.3099999999995,mobile,Bulawayo,2025-03-28 23:38:49,0
T01572,A1087,payment,2488.04,6885.16,4397.12,ATM,Gweru,2025-03-23 12:20:45,0
T01573,A1018,transfer,1292.67,1106.19,-186.48000000000002,branch,Mutare,2025-03-23 13:27:21,1
T01574,A1012,payment,2770.64,4859.01,2088.3700000000003,ATM,Masvingo,2025-05-20 16:58:57,0
T01575,A1019,withdrawal,771.39,9233.52,8462.130000000001,mobile,Bulawayo,2025-05-07 00:27:44,0
T01576,A1031,deposit,4255.33,7638.28,11893.61,mobile,Masvingo,2025-05-19 09:50:59,0
T01577,A1042,withdrawal,1171.3,9666.94,8495.640000000001,online,Harare,2025-04-08 18:24:48,0
T01578,A1096,transfer,3066.73,9159.81,6093.08,online,Masvingo,2025-05-20 21:53:41,0
T01579,A1029,transfer,824.96,6482.45,5657.49,mobile,Gweru,2025-03-31 08:09:08,0
T01580,A1039,withdrawal,1678.06,9301.17,7623.110000000001,ATM,Gweru,2025-04-29 23:22:35,0
T01581,A1024,deposit,1950.19,7890.53,9840.72,branch,Mutare,2025-04-07 19:21:22,0
T01582,A1065,deposit,2798.92,7081.61,9880.529999999999,mobile,Harare,2025-04-11 04:46:10,0
T01583,A1021,deposit,3661.87,469.6,4131.47,ATM,Masvingo,2025-04-07 04:19:13,0
T01584,A1086,withdrawal,365.5,5835.05,5469.55,online,Bulawayo,2025-04-03 07:00:05,0
T01585,A1046,withdrawal,3444.64,7228.97,3784.3300000000004,online,Mutare,2025-04-24 02:27:05,0
T01586,A1002,transfer,173.42,4484.73,4311.3099999999995,ATM,Masvingo,2025-03-27 05:52:28,0
T01587,A1052,withdrawal,1480.61,3960.53,2479.92,branch,Mutare,2025-04-01 01:24:38,0
T01588,A1067,withdrawal,1591.73,4949.21,3357.48,online,Masvingo,2025-04-03 06:26:43,0
T01589,A1064,payment,1382.41,7007.14,5624.7300000000005,mobile,Harare,2025-05-13 13:20:09,0
T01590,A1063,transfer,1251.13,4062.65,2811.52,mobile,Gweru,2025-05-12 01:06:54,0
T01591,A1070,transfer,2907.29,9762.11,6854.820000000001,ATM,Bulawayo,2025-04-29 17:57:07,0
T01592,A1092,payment,2570.21,3055.97,485.75999999999976,online,Harare,2025-03-27 20:10:26,0
T01593,A1089,payment,4332.99,6933.04,2600.05,mobile,Mutare,2025-05-05 21:13:14,0
T01594,A1039,deposit,235.84,8721.32,8957.16,branch,Bulawayo,2025-03-27 08:20:02,0
T01595,A1030,transfer,2333.64,8434.31,6100.67,ATM,Bulawayo,2025-04-22 02:56:32,0
T01596,A1084,payment,1780.48,2437.61,657.1300000000001,mobile,Mutare,2025-05-19 23:01:51,0
T01597,A1078,payment,4218.75,2352.89,-1865.8600000000001,mobile,Mutare,2025-04-10 23:57:03,1
T01598,A1024,payment,5443.48,4394.59,-1048.8899999999994,ATM,Masvingo,2025-04-03 04:58:53,1
T01599,A1022,deposit,4958.42,2366.54,7324.96,ATM,Gweru,2025-05-19 04:17:19,0
T01600,A1002,withdrawal,89.54,5747.83,5658.29,branch,Bulawayo,2025-05-17 20:17:51,0
T01601,A1047,withdrawal,1555.61,1439.49,-116.11999999999989,ATM,Harare,2025-04-27 19:15:55,1
T01602,A1093,deposit,3031.14,8639.66,11670.8,mobile,Mutare,2025-04-26 11:33:17,0
T01603,A1042,withdrawal,2834.91,964.98,-1869.9299999999998,online,Bulawayo,2025-04-21 01:19:21,1
T01604,A1025,deposit,1968.18,2937.61,4905.79,online,Masvingo,2025-05-12 14:33:39,0
T01605,A1006,deposit,269.51,2569.88,2839.3900000000003,mobile,Masvingo,2025-05-08 23:13:07,0
T01606,A1092,deposit,2163.49,4886.02,7049.51,ATM,Gweru,2025-05-05 15:39:01,0
T01607,A1067,withdrawal,5332.17,8749.33,3417.16,branch,Harare,2025-03-30 05:44:38,0
T01608,A1055,transfer,3471.68,4856.52,1384.8400000000006,online,Masvingo,2025-04-29 04:00:37,1
T01609,A1004,deposit,171.25,1496.89,1668.14,online,Mutare,2025-05-04 15:49:23,0
T01610,A1032,withdrawal,3830.99,2676.28,-1154.7099999999996,online,Mutare,2025-05-20 16:32:27,1
T01611,A1042,transfer,1205.11,8020.86,6815.75,online,Bulawayo,2025-04-27 11:57:45,0
T01612,A1066,withdrawal,5264.7,9827.32,4562.62,online,Masvingo,2025-04-05 04:27:49,0
T01613,A1082,deposit,4241.69,457.42,4699.11,online,Masvingo,2025-04-12 00:30:33,0
T01614,A1096,payment,2240.51,5225.79,2985.2799999999997,online,Bulawayo,2025-05-16 01:20:04,0
T01615,A1026,transfer,3357.24,5069.07,1711.83,ATM,Masvingo,2025-04-08 08:58:35,0
T01616,A1018,deposit,771.09,6506.31,7277.400000000001,online,Mutare,2025-03-23 12:00:21,0
T01617,A1019,payment,2945.31,8116.84,5171.530000000001,branch,Masvingo,2025-04-06 03:13:01,0
T01618,A1064,withdrawal,5405.74,8434.84,3029.1000000000004,online,Masvingo,2025-05-04 14:36:28,0
T01619,A1097,deposit,4698.3,8867.35,13565.650000000001,online,Bulawayo,2025-03-27 03:07:19,0
T01620,A1011,deposit,902.67,3992.74,4895.41,branch,Masvingo,2025-04-15 11:07:24,0
T01621,A1012,deposit,2766.56,7379.95,10146.51,mobile,Masvingo,2025-04-21 08:12:31,0
T01622,A1000,payment,4917.84,7834.79,2916.95,branch,Gweru,2025-04-09 10:01:21,0
T01623,A1020,deposit,3809.93,9897.39,13707.32,online,Gweru,2025-03-29 14:46:23,0
T01624,A1014,payment,4606.39,1877.5,-2728.8900000000003,online,Masvingo,2025-04-19 08:39:52,1
T01625,A1003,withdrawal,1479.12,7482.62,6003.5,online,Masvingo,2025-05-15 09:32:10,0
T01626,A1026,transfer,2457.59,8883.91,6426.32,ATM,Gweru,2025-04-22 10:17:02,0
T01627,A1009,payment,4826.28,2383.26,-2443.0199999999995,mobile,Bulawayo,2025-03-25 13:33:47,1
T01628,A1015,payment,4302.77,7787.02,3484.25,mobile,Harare,2025-04-14 05:33:59,0
T01629,A1034,payment,3557.14,2318.31,-1238.83,branch,Harare,2025-05-07 09:35:44,1
T01630,A1093,deposit,1885.57,1164.49,3050.06,ATM,Bulawayo,2025-04-26 17:59:24,0
T01631,A1068,payment,4991.01,7972.44,2981.4299999999994,online,Gweru,2025-05-10 18:16:11,0
T01632,A1041,deposit,4918.5,5146.17,10064.67,mobile,Harare,2025-05-21 04:51:58,0
T01633,A1000,deposit,3501.48,3570.5,7071.98,online,Masvingo,2025-04-17 08:15:50,0
T01634,A1045,payment,344.26,4981.73,4637.469999999999,ATM,Gweru,2025-05-01 08:50:10,0
T01635,A1018,deposit,563.99,5107.71,5671.7,online,Masvingo,2025-05-05 08:57:22,0
T01636,A1044,payment,4781.44,9583.0,4801.56,ATM,Gweru,2025-04-25 20:42:17,0
T01637,A1078,transfer,3966.72,958.31,-3008.41,ATM,Masvingo,2025-05-18 07:54:54,1
T01638,A1070,withdrawal,1561.11,8992.21,7431.099999999999,online,Bulawayo,2025-05-13 02:23:07,0
T01639,A1011,deposit,3298.61,9642.72,12941.33,ATM,Masvingo,2025-04-13 07:50:27,0
T01640,A1014,transfer,1487.86,3955.56,2467.7,online,Harare,2025-04-28 04:38:54,0
T01641,A1040,payment,2148.96,5056.01,2907.05,mobile,Masvingo,2025-05-11 11:01:59,0
T01642,A1040,withdrawal,54.04,5750.97,5696.93,ATM,Harare,2025-05-15 15:26:13,0
T01643,A1018,deposit,2444.32,5695.0,8139.32,mobile,Bulawayo,2025-04-01 11:36:15,0
T01644,A1055,deposit,1375.54,5617.64,6993.18,mobile,Masvingo,2025-04-13 18:37:41,0
T01645,A1064,withdrawal,683.1,1568.69,885.59,branch,Bulawayo,2025-04-04 07:38:17,0
T01646,A1090,payment,219.51,6859.08,6639.57,online,Gweru,2025-04-01 02:38:59,0
T01647,A1038,withdrawal,2824.82,1515.99,-1308.8300000000002,ATM,Bulawayo,2025-05-13 23:23:43,1
T01648,A1034,deposit,2410.28,6807.44,9217.72,mobile,Harare,2025-03-27 13:00:19,0
T01649,A1087,deposit,408.07,5409.78,5817.849999999999,ATM,Bulawayo,2025-03-23 06:40:05,0
T01650,A1050,withdrawal,4645.06,983.3,-3661.76,branch,Mutare,2025-05-08 15:26:54,1
T01651,A1021,payment,47.91,8566.6,8518.69,mobile,Masvingo,2025-04-12 16:42:56,0
T01652,A1085,transfer,2622.0,7545.92,4923.92,mobile,Mutare,2025-04-13 07:53:01,0
T01653,A1010,deposit,1080.27,2200.05,3280.32,branch,Gweru,2025-05-20 08:39:26,0
T01654,A1001,withdrawal,2585.06,935.43,-1649.63,online,Gweru,2025-05-01 22:38:30,1
T01655,A1028,transfer,2880.1,5376.58,2496.48,mobile,Masvingo,2025-04-28 01:09:48,0
T01656,A1084,deposit,4121.9,9441.53,13563.43,ATM,Masvingo,2025-05-20 03:33:12,0
T01657,A1086,deposit,1956.8,1515.91,3472.71,branch,Mutare,2025-05-06 13:11:32,0
T01658,A1038,payment,952.83,3517.67,2564.84,branch,Harare,2025-04-09 19:19:06,0
T01659,A1067,payment,4735.82,3871.48,-864.3399999999997,online,Masvingo,2025-03-30 23:37:55,1
T01660,A1053,transfer,826.0,9229.65,8403.65,mobile,Gweru,2025-04-14 00:58:02,0
T01661,A1086,withdrawal,1542.52,3373.31,1830.79,ATM,Harare,2025-04-26 06:44:03,0
T01662,A1020,payment,1958.13,629.36,-1328.77,online,Masvingo,2025-04-07 14:09:59,1
T01663,A1042,deposit,300.51,2132.52,2433.0299999999997,mobile,Gweru,2025-04-24 18:01:29,0
T01664,A1088,transfer,1309.63,2922.44,1612.81,online,Gweru,2025-05-16 12:26:32,0
T01665,A1002,transfer,1487.59,2132.65,645.0600000000002,online,Mutare,2025-04-05 02:14:23,0
T01666,A1012,deposit,1985.33,448.88,2434.21,online,Mutare,2025-03-31 04:08:47,0
T01667,A1069,deposit,4421.66,6170.63,10592.29,branch,Gweru,2025-05-04 15:43:37,0
T01668,A1075,deposit,4856.51,9256.49,14113.0,mobile,Gweru,2025-03-31 13:33:12,0
T01669,A1045,payment,3720.22,5678.05,1957.8300000000004,online,Harare,2025-04-15 12:33:16,0
T01670,A1005,transfer,4725.26,8591.37,3866.1100000000006,online,Bulawayo,2025-04-23 15:40:16,0
T01671,A1048,transfer,746.46,1589.86,843.3999999999999,online,Bulawayo,2025-04-16 07:32:11,0
T01672,A1028,payment,4643.11,9795.52,5152.410000000001,ATM,Masvingo,2025-04-21 05:50:44,0
T01673,A1080,deposit,1338.51,681.93,2020.44,ATM,Mutare,2025-05-12 02:45:18,0
T01674,A1088,deposit,2129.71,9349.79,11479.5,branch,Mutare,2025-04-28 09:31:08,0
T01675,A1079,transfer,3154.1,1583.99,-1570.11,online,Gweru,2025-05-17 00:35:11,1
T01676,A1026,transfer,394.54,7922.82,7528.28,online,Bulawayo,2025-05-08 23:47:00,0
T01677,A1023,payment,3437.45,8751.28,5313.830000000001,mobile,Masvingo,2025-04-04 13:18:57,0
T01678,A1011,transfer,5926.51,774.95,-5151.56,online,Gweru,2025-03-23 14:00:05,1
T01679,A1083,withdrawal,5493.02,1573.02,-3920.0000000000005,branch,Gweru,2025-04-07 08:04:56,1
T01680,A1099,withdrawal,4834.13,2350.0,-2484.13,mobile,Mutare,2025-05-12 01:21:10,1
T01681,A1075,payment,2156.55,9440.47,7283.919999999999,ATM,Mutare,2025-04-15 01:37:38,0
T01682,A1082,payment,5249.86,5525.55,275.6900000000005,ATM,Bulawayo,2025-04-09 02:49:23,0
T01683,A1089,payment,4478.47,8780.66,4302.19,online,Masvingo,2025-04-03 14:13:35,0
T01684,A1059,payment,4072.77,5636.37,1563.6,branch,Gweru,2025-05-20 04:50:22,0
T01685,A1023,transfer,5004.47,2928.75,-2075.7200000000003,mobile,Masvingo,2025-04-22 19:03:12,1
T01686,A1100,transfer,4881.86,1398.92,-3482.9399999999996,online,Mutare,2025-05-06 13:21:16,1
T01687,A1047,transfer,4683.66,5626.86,943.1999999999998,mobile,Masvingo,2025-04-25 01:52:39,0
T01688,A1006,deposit,2173.05,2793.25,4966.3,mobile,Gweru,2025-05-08 17:31:22,0
T01689,A1067,payment,4883.53,5934.32,1050.79,branch,Bulawayo,2025-03-26 20:37:31,0
T01690,A1059,transfer,2573.28,9008.49,6435.209999999999,online,Masvingo,2025-04-21 04:15:30,0
T01691,A1099,payment,3879.39,7842.85,3963.4600000000005,mobile,Masvingo,2025-05-13 17:13:55,0
T01692,A1037,transfer,2661.44,2526.44,-135.0,branch,Masvingo,2025-04-02 05:21:14,1
T01693,A1035,deposit,4738.77,5161.14,9899.91,online,Gweru,2025-05-16 09:10:33,0
T01694,A1085,deposit,1615.07,6888.45,8503.52,ATM,Harare,2025-04-11 06:09:49,0
T01695,A1020,deposit,3605.17,4642.67,8247.84,branch,Masvingo,2025-04-03 07:00:46,0
T01696,A1022,transfer,5768.39,4578.3,-1190.0900000000001,ATM,Bulawayo,2025-04-17 08:05:59,1
T01697,A1047,deposit,4529.03,1279.42,5808.45,mobile,Gweru,2025-05-16 06:10:56,0
T01698,A1003,payment,5704.54,4599.77,-1104.7699999999995,ATM,Bulawayo,2025-04-16 09:57:52,1
T01699,A1031,transfer,5307.82,4880.91,-426.90999999999985,online,Masvingo,2025-05-03 17:44:21,1
T01700,A1039,deposit,4572.95,2816.42,7389.37,branch,Masvingo,2025-04-07 03:13:08,0
T01701,A1004,withdrawal,2268.77,4881.57,2612.7999999999997,online,Harare,2025-05-15 15:46:27,0
T01702,A1061,transfer,4273.54,6972.87,2699.33,ATM,Harare,2025-04-25 09:14:15,0
T01703,A1040,withdrawal,3347.44,4192.44,844.9999999999995,online,Mutare,2025-03-23 16:22:37,0
T01704,A1063,deposit,4388.23,1732.18,6120.41,ATM,Bulawayo,2025-04-04 13:16:18,0
T01705,A1059,payment,4704.7,3860.25,-844.4499999999998,online,Harare,2025-03-22 23:34:34,1
T01706,A1062,payment,1102.89,4768.31,3665.42,ATM,Bulawayo,2025-04-19 01:25:01,0
T01707,A1100,withdrawal,4966.47,4982.98,16.50999999999931,ATM,Masvingo,2025-05-21 01:07:12,0
T01708,A1079,transfer,914.73,9229.4,8314.67,branch,Bulawayo,2025-04-23 00:11:39,0
T01709,A1051,payment,1079.09,4356.35,3277.26,ATM,Bulawayo,2025-05-02 08:51:46,0
T01710,A1007,transfer,371.97,7830.2,7458.23,mobile,Mutare,2025-05-02 12:21:22,0
T01711,A1097,deposit,1862.39,3887.1,5749.49,online,Gweru,2025-04-15 04:24:33,0
T01712,A1096,withdrawal,1002.5,8179.61,7177.11,ATM,Masvingo,2025-03-26 10:18:04,0
T01713,A1000,deposit,2796.95,8130.72,10927.67,online,Harare,2025-05-18 06:24:17,0
T01714,A1002,payment,3274.35,4297.98,1023.6299999999997,branch,Masvingo,2025-05-05 00:49:08,0
T01715,A1024,payment,4789.91,8383.57,3593.66,online,Harare,2025-04-26 13:04:24,0
T01716,A1038,payment,1636.47,9261.41,7624.94,ATM,Harare,2025-05-16 08:17:21,0
T01717,A1052,payment,1470.1,4112.73,2642.6299999999997,online,Harare,2025-05-10 14:35:55,0
T01718,A1051,deposit,295.86,6658.36,6954.219999999999,online,Harare,2025-05-20 06:26:22,0
T01719,A1032,transfer,288.72,8680.91,8392.19,ATM,Bulawayo,2025-05-16 14:48:24,0
T01720,A1019,transfer,5070.86,2045.84,-3025.0199999999995,ATM,Harare,2025-03-24 12:58:08,1
T01721,A1059,deposit,4517.08,1840.84,6357.92,online,Gweru,2025-05-06 18:38:11,0
T01722,A1033,deposit,3800.89,6674.73,10475.619999999999,ATM,Masvingo,2025-04-12 23:11:37,0
T01723,A1042,withdrawal,1067.76,1406.63,338.8700000000001,branch,Bulawayo,2025-05-11 04:34:09,0
T01724,A1004,withdrawal,510.97,9499.57,8988.6,online,Masvingo,2025-05-09 06:19:46,0
T01725,A1022,deposit,1969.59,6256.19,8225.779999999999,mobile,Bulawayo,2025-05-12 13:12:04,0
T01726,A1041,withdrawal,328.78,7481.28,7152.5,mobile,Bulawayo,2025-04-10 08:50:43,0
T01727,A1018,deposit,594.55,2531.85,3126.3999999999996,ATM,Gweru,2025-04-06 08:03:40,0
T01728,A1071,deposit,1696.8,7025.41,8722.21,branch,Gweru,2025-03-31 12:08:20,0
T01729,A1085,deposit,4869.89,252.55,5122.4400000000005,branch,Masvingo,2025-05-20 17:16:25,0
T01730,A1025,transfer,5401.71,8406.34,3004.63,mobile,Mutare,2025-04-24 06:39:12,0
T01731,A1036,transfer,5387.91,9008.37,3620.460000000001,mobile,Gweru,2025-05-21 05:29:35,0
T01732,A1036,deposit,558.98,3347.22,3906.2,ATM,Gweru,2025-05-13 17:07:04,0
T01733,A1040,transfer,3331.9,3175.52,-156.3800000000001,mobile,Mutare,2025-04-30 09:47:13,1
T01734,A1020,payment,5656.32,1002.23,-4654.09,online,Bulawayo,2025-04-28 17:33:01,1
T01735,A1100,payment,4670.03,9652.34,4982.31,mobile,Mutare,2025-04-13 23:00:32,1
T01736,A1062,deposit,1263.73,3148.64,4412.37,online,Mutare,2025-04-05 03:54:25,0
T01737,A1000,deposit,3255.52,8497.71,11753.23,online,Masvingo,2025-04-12 16:08:16,0
T01738,A1063,transfer,5437.98,9263.03,3825.050000000001,branch,Gweru,2025-03-29 20:41:43,0
T01739,A1002,withdrawal,4768.18,5977.04,1208.8599999999997,ATM,Mutare,2025-04-16 16:54:53,0
T01740,A1071,deposit,3449.6,8371.98,11821.58,branch,Gweru,2025-05-19 04:46:30,0
T01741,A1001,payment,5135.89,8439.49,3303.5999999999995,mobile,Gweru,2025-04-10 08:24:53,0
T01742,A1051,transfer,2559.75,4492.0,1932.25,ATM,Masvingo,2025-03-24 13:40:29,0
T01743,A1060,deposit,2773.22,9314.7,12087.92,branch,Harare,2025-04-06 10:06:00,0
T01744,A1008,deposit,3936.42,5843.26,9779.68,ATM,Gweru,2025-05-10 20:35:44,0
T01745,A1083,transfer,532.19,457.66,-74.53000000000003,branch,Gweru,2025-05-02 10:27:28,1
T01746,A1026,transfer,5815.76,2616.85,-3198.9100000000003,online,Masvingo,2025-04-16 04:01:50,1
T01747,A1051,payment,781.08,4162.69,3381.6099999999997,ATM,Masvingo,2025-03-30 01:37:03,0
T01748,A1065,payment,2083.55,7825.68,5742.13,online,Mutare,2025-05-03 05:19:45,0
T01749,A1067,withdrawal,5012.51,7064.73,2052.2199999999993,mobile,Mutare,2025-04-02 08:00:11,1
T01750,A1056,payment,1593.88,6713.87,5119.99,mobile,Harare,2025-04-22 09:34:07,0
T01751,A1033,withdrawal,180.9,6918.7,6737.8,ATM,Mutare,2025-04-07 05:29:45,0
T01752,A1039,deposit,3149.13,8299.57,11448.7,ATM,Mutare,2025-05-09 08:37:16,0
T01753,A1071,deposit,4261.07,1224.43,5485.5,online,Gweru,2025-04-08 17:07:34,0
T01754,A1094,payment,3090.45,9982.22,6891.7699999999995,online,Masvingo,2025-04-03 07:56:42,0
T01755,A1078,deposit,470.35,5195.11,5665.46,branch,Bulawayo,2025-05-06 12:56:44,0
T01756,A1045,deposit,1346.76,2243.24,3590.0,online,Gweru,2025-04-13 20:07:20,0
T01757,A1059,deposit,578.62,3287.05,3865.67,branch,Bulawayo,2025-05-17 01:49:28,0
T01758,A1058,transfer,5487.69,7797.8,2310.1100000000006,branch,Gweru,2025-03-31 01:05:54,0
T01759,A1064,deposit,1834.22,2162.15,3996.37,mobile,Masvingo,2025-04-17 01:58:53,0
T01760,A1077,transfer,1441.96,7691.11,6249.15,online,Bulawayo,2025-04-24 16:59:49,0
T01761,A1032,payment,2933.23,734.03,-2199.2,mobile,Gweru,2025-05-20 20:56:12,1
T01762,A1069,withdrawal,826.54,661.46,-165.07999999999993,ATM,Mutare,2025-05-17 12:47:19,1
T01763,A1001,transfer,5593.83,3349.83,-2244.0,mobile,Harare,2025-04-03 16:34:37,1
T01764,A1063,payment,1047.65,2951.85,1904.1999999999998,ATM,Bulawayo,2025-04-13 02:37:26,0
T01765,A1098,transfer,4840.34,3168.05,-1672.29,online,Bulawayo,2025-04-22 04:47:34,1
T01766,A1008,payment,5091.53,4823.84,-267.6899999999996,ATM,Mutare,2025-05-11 21:32:09,1
T01767,A1029,transfer,3600.18,3581.65,-18.529999999999745,online,Masvingo,2025-03-26 13:57:08,1
T01768,A1009,transfer,3698.3,6131.94,2433.6399999999994,ATM,Masvingo,2025-04-06 05:28:46,0
T01769,A1011,withdrawal,2235.54,6797.11,4561.57,ATM,Gweru,2025-04-19 14:45:24,0
T01770,A1050,transfer,3995.6,4844.59,848.9900000000002,mobile,Mutare,2025-03-28 23:44:45,0
T01771,A1097,withdrawal,797.83,7428.23,6630.4,mobile,Gweru,2025-03-31 00:55:58,0
T01772,A1011,payment,3590.7,9990.55,6399.849999999999,mobile,Harare,2025-04-25 03:27:24,0
T01773,A1017,payment,5121.57,8645.07,3523.5,ATM,Gweru,2025-04-30 08:06:52,0
T01774,A1001,withdrawal,2055.4,5065.52,3010.1200000000003,ATM,Bulawayo,2025-04-30 23:01:06,0
T01775,A1017,withdrawal,1600.01,7612.61,6012.599999999999,ATM,Masvingo,2025-03-24 04:48:40,0
T01776,A1030,transfer,1547.9,5505.34,3957.44,branch,Masvingo,2025-04-08 00:16:33,0
T01777,A1023,payment,3995.74,8102.69,4106.95,online,Mutare,2025-03-23 20:49:48,0
T01778,A1036,payment,1739.31,7652.8,5913.49,mobile,Gweru,2025-04-09 17:25:30,0
T01779,A1011,withdrawal,1264.84,1522.02,257.18000000000006,branch,Harare,2025-03-26 05:26:03,0
T01780,A1061,transfer,2563.14,6373.52,3810.3800000000006,ATM,Gweru,2025-05-07 22:34:56,0
T01781,A1027,deposit,3382.27,9444.74,12827.01,branch,Mutare,2025-04-15 10:27:32,0
T01782,A1024,transfer,602.57,5376.58,4774.01,branch,Mutare,2025-05-15 11:37:01,0
T01783,A1054,transfer,698.34,8243.46,7545.119999999999,mobile,Gweru,2025-05-04 20:59:15,0
T01784,A1025,deposit,2902.05,8307.79,11209.84,ATM,Gweru,2025-05-14 00:49:00,0
T01785,A1032,withdrawal,3999.19,710.99,-3288.2,branch,Bulawayo,2025-05-10 18:32:28,1
T01786,A1087,payment,1006.41,1819.7,813.2900000000001,ATM,Mutare,2025-05-16 05:10:17,0
T01787,A1056,payment,3337.19,6650.94,3313.7499999999995,branch,Harare,2025-05-12 01:04:45,0
T01788,A1065,withdrawal,4309.61,5996.03,1686.42,mobile,Gweru,2025-03-27 10:05:22,0
T01789,A1030,transfer,1586.5,9441.93,7855.43,branch,Mutare,2025-04-08 15:22:59,0
T01790,A1088,withdrawal,4433.19,9568.12,5134.930000000001,branch,Bulawayo,2025-04-11 12:04:12,0
T01791,A1028,deposit,2603.43,6371.84,8975.27,ATM,Mutare,2025-05-15 00:09:11,0
T01792,A1062,payment,2185.92,7950.39,5764.47,branch,Harare,2025-04-19 00:18:30,0
T01793,A1021,payment,4676.12,7557.67,2881.55,branch,Gweru,2025-05-15 00:41:03,0
T01794,A1075,payment,5882.37,4785.15,-1097.2200000000003,branch,Harare,2025-04-29 16:34:36,1
T01795,A1066,deposit,1605.14,6954.91,8560.05,online,Harare,2025-05-18 09:13:38,0
T01796,A1027,transfer,1382.36,2369.8,987.4400000000003,mobile,Bulawayo,2025-05-18 10:30:50,0
T01797,A1079,payment,4947.2,3499.88,-1447.3199999999997,online,Gweru,2025-03-27 20:01:44,1
T01798,A1025,transfer,4379.06,793.59,-3585.4700000000003,mobile,Harare,2025-05-02 09:00:43,1
T01799,A1052,payment,1692.3,5958.03,4265.73,online,Mutare,2025-05-18 10:33:19,0
T01800,A1096,transfer,4950.5,1773.14,-3177.3599999999997,mobile,Mutare,2025-03-30 10:15:32,1
T01801,A1003,transfer,725.16,8147.18,7422.02,branch,Bulawayo,2025-04-15 09:58:42,0
T01802,A1068,withdrawal,4122.82,3406.28,-716.5399999999995,branch,Masvingo,2025-03-26 15:13:00,1
T01803,A1036,withdrawal,2978.59,9205.66,6227.07,mobile,Bulawayo,2025-04-03 07:48:58,0
T01804,A1035,payment,882.95,5856.64,4973.6900000000005,mobile,Harare,2025-04-09 01:53:21,0
T01805,A1053,deposit,383.76,8572.53,8956.29,online,Masvingo,2025-05-03 15:35:13,0
T01806,A1003,withdrawal,2294.85,2822.43,527.5799999999999,branch,Gweru,2025-05-01 03:27:12,0
T01807,A1025,transfer,269.14,9670.74,9401.6,ATM,Mutare,2025-05-14 14:00:02,0
T01808,A1093,withdrawal,4524.26,9883.39,5359.129999999999,branch,Gweru,2025-04-10 08:08:46,0
T01809,A1036,transfer,5432.5,5053.16,-379.34000000000015,ATM,Mutare,2025-03-31 19:28:20,1
T01810,A1032,deposit,708.99,4803.46,5512.45,ATM,Gweru,2025-04-02 00:13:30,0
T01811,A1038,withdrawal,1140.59,9860.76,8720.17,branch,Harare,2025-05-04 16:49:43,0
T01812,A1090,transfer,4951.31,1426.75,-3524.5600000000004,online,Harare,2025-05-18 03:02:38,1
T01813,A1001,deposit,2491.95,3726.19,6218.139999999999,online,Harare,2025-04-19 00:20:54,0
T01814,A1007,withdrawal,4281.19,2092.99,-2188.2,ATM,Gweru,2025-04-04 00:14:18,1
T01815,A1005,withdrawal,2365.82,1289.6,-1076.2200000000003,online,Harare,2025-04-05 16:44:08,1
T01816,A1065,transfer,2803.72,4429.63,1625.9100000000003,branch,Harare,2025-05-07 04:51:29,0
T01817,A1032,payment,3477.73,763.55,-2714.1800000000003,online,Mutare,2025-04-26 11:39:05,1
T01818,A1048,deposit,4272.21,6005.8,10278.01,ATM,Bulawayo,2025-05-09 00:50:29,0
T01819,A1090,withdrawal,308.72,8895.09,8586.37,online,Bulawayo,2025-04-11 10:11:12,0
T01820,A1070,payment,4394.65,7233.09,2838.4400000000005,mobile,Bulawayo,2025-04-05 23:38:25,0
T01821,A1086,transfer,2287.97,7986.18,5698.210000000001,branch,Gweru,2025-04-16 02:21:01,0
T01822,A1023,transfer,151.71,9555.77,9404.060000000001,mobile,Harare,2025-05-13 03:13:27,0
T01823,A1093,deposit,2581.11,7146.13,9727.24,ATM,Masvingo,2025-04-26 10:23:57,0
T01824,A1078,payment,3028.95,2224.93,-804.02,mobile,Harare,2025-04-03 19:13:51,1
T01825,A1033,deposit,2698.14,3891.75,6589.889999999999,branch,Bulawayo,2025-03-27 01:03:18,0
T01826,A1041,payment,5270.55,3065.47,-2205.0800000000004,branch,Gweru,2025-04-03 20:00:48,1
T01827,A1082,deposit,2626.01,9167.84,11793.85,online,Gweru,2025-05-19 21:12:28,0
T01828,A1049,transfer,2452.56,8244.61,5792.050000000001,online,Harare,2025-04-20 18:02:18,0
T01829,A1053,deposit,163.72,3729.08,3892.7999999999997,ATM,Bulawayo,2025-05-02 14:15:52,0
T01830,A1017,transfer,4545.62,2142.13,-2403.49,ATM,Harare,2025-04-06 09:38:46,1
T01831,A1072,deposit,2652.95,6727.01,9379.96,mobile,Gweru,2025-05-11 20:04:09,0
T01832,A1029,withdrawal,5863.69,9862.48,3998.79,online,Mutare,2025-04-11 02:04:19,0
T01833,A1042,deposit,1127.21,6788.56,7915.77,mobile,Mutare,2025-05-12 23:48:53,0
